id,name,color,is_pinned,user_id
1824b4a871ab3c259f349099a7752797fae9ec9bfadbf6e0cb56e1b4505c680b,Dynamic League,#3df270,False,48de5516-32a0-4267-8915-d868e7e5a41d
51d49ff0bc5540258781260134d688789a1a5e385d0cbf6af1cfdd0cc066e68f,Shining Circle,#1d7f07,True,dd7b716c-db4d-4863-86f2-161480945277
b1d557e046568abc101fc345a5ec678760aaa2010e95f5fae49846f1dccc155e,Glowing Partners 94,#d9a2ef,False,daf80e67-6ee3-4290-9ee9-c1b639d41e98
37a3f016e1f0cf5a5e94ba7c9ee3ba1ff54f50dd0715cc3d0fc3d84c1b398126,Elite Allies,#f2755b,False,3a5e57d5-96f0-4363-aff0-ce7b89d1a3e8
e6704c88ceb50f650f4ac138192bf7e5e1e11223b9567ef866478d2a19bff917,Brighter Investments,#4cee5d,False,c254d27a-7d02-409c-afd3-0f14630b3e19
3ca09e2b4b0b156483abc1e8aa53c3735da02ca4b5e34e858e2dd2095b3ee407,Glowing Union,#3e0e82,False,edc56edb-ed0c-4e18-9c5c-949cf3ee0568
67c6b07754ed0356f4a596f07eeb96d69eae8763099c3dccf482f534ab0de18f,Trust Alliance,#7cb4c5,False,29d47299-84c8-4ee0-8b9a-29743ff58107
f7f884d9725987c8740d13f207af181723a2353ddd46096dcc3d6a797fa07e18,Quantum Holdings,#6f7b88,True,96f8d87a-53e0-441b-a5f8-a53f43cd73a4
6afd3590645d94340bfd2e6a445d5f54c156a194712da7422df68c8be060a144,Elite Union,#87ddf7,False,23a33541-91cf-48d1-8e87-b69590f05804
9f1ddc5d38df85bf2e75a8f3c9203535252d22d4a02328a160359b4a14c93cb1,Ultimate Club,#a3fc4e,True,dc39ab28-10fd-4fca-bb14-866e89de74ca
f5f9a59ef6f883b5fa97e7c9b15f69dce496ea83ba1a1e9c6c820f2d47c0c12c,Dynamic Accomplices,#d540cd,True,74cf2cd3-2cc6-4bce-bce7-be207c81494e
4bd3be2ed1e90cc036a20f25dbdde08c24d20a1485337c147666af48bd97d68a,Glowy Assets,#09d487,False,6cf06272-08a1-4bc2-8840-5da391d93583
01839cc35e6027d27c4e6c59ee67cf93dde29f80bd2c8fc5c743a7c2b6046cbf,Peak Securities,#11e8f9,True,5b601cfa-a344-48ba-a8b3-2d3923908289
0daf0a9af0e93325d456a5a51c522591016759777df34ffcaaa81b060eacd636,Global Advisors,#1ac6cb,False,2dd908e8-7e03-4e11-8828-b61e5d090b7e
fd5fee501170e4f601723f59aca8f8ab50de1a3121492b15d86c067337a71501,Glowy Union 483,#dff92e,False,b1c4d65a-03c3-4a1f-b3ed-223c772829f8
1089823274676eb08554856c659c24b313a6db62df929d55b11b36558ee199e3,Glowy Ventures,#34db11,True,1abc0d1c-f270-4f70-b0d3-85f8e3f41979
889c132c4be6f603021c020a37cfb5701363e54b3a0318022b7a5a8e79af1767,Brighter Federation,#3eb21b,False,94de4388-7402-467a-977c-e87d3fb279d5
47571f5036d3043812f97d675be8ac8b383ce8173f051f754bf748e52fbd594c,Secure Peers,#65616e,True,9103aa95-a8c1-4c5c-95be-bfc75c7ec5d3
036b998aa2f666d5f9d16467321fd14fe675b0d4c547ad5e3e56c82f0f6132b6,Legacy Securities,#820064,False,94de4388-7402-467a-977c-e87d3fb279d5
ed6f00009a7bf1ece712cc07cfa8a2fe26ddcd64f9410fbd1e25211e8d86fcea,Glowing Alliance,#2f06b3,True,25381e3f-6e33-43b9-b092-0e262b5566f5
cb49fc6dac4f8067763dd7fe89c22a55d2c0c88711d5ed0fb0f46ff24bec5d64,Glowy Society,#347cb6,True,9bd1af20-aaf5-4a88-819b-0312b30b3b25
8f0afc827a2edfd7cd789a2da519e02f478bac5d7e6bac58675762498cc4100c,Infinity Growth,#0103ce,False,3dc71173-960b-4d66-bda7-f409e8758be0
1b8509a2a38f45a7a53a420151fed17f200a3d6858d0840bf3ec20535f4fca52,Quantum Ventures,#fe26da,True,0cd44985-a30a-4fb9-b0b7-ecee557c04c3
4327dac823e6925d7a51452bad3795f911801381ad34c9352106de8c8843ac20,Brightest Holdings,#900767,True,49b2996c-c589-4737-9357-871d610a8e93
64653ee9dc8c3f8fedd7f86356be7395295886dd7a63911ada88f352b4aa89af,Shine Resources,#3b3630,True,0e0230a4-66c5-47c2-844a-d20dd3408f22
4cf0b1d0aa7d933ee7298690c47b249b057c9323477a41126d2960444f7ce329,Infinity Order 724,#eb5c85,True,ef35ab56-ffe4-4416-950c-adcbdb9e6992
28fe79e74ec191b39aa97773993de410d418b3a834d14c8d6716c8db65143632,Alpha Development,#6d393e,True,b4364d57-dc1e-4b11-b40f-45dee9f24d9a
8448717fa7dd4337545fbada79730278a23ca8475b95cd045ed328a1ba3226b4,Glow Services,#e60f3f,True,2dc8c8b3-6311-4bf9-b63b-8f6e90b74e65
b07851368c3d2c46bd3681feba8e999222dd010d5ed7d0a67949c5cd6a60c6bf,Secure Fraternity,#a0a17a,True,ef3c12a2-76fd-4cef-82cc-7b8dc34c3374
ab492c126686c538d76e61e09550b94694037d255990701b13dbf2dca037e903,Glow Development,#dfac9a,True,c9e34d62-5cd5-4cfd-a1be-3210bd8bce20
4f3929a0aadc2412d3d8cf6395593bc30e0c8a7675e7ff10d36fb043efd5f022,Peak Resources,#f5223f,False,b68cb919-c79f-464c-99b8-d8ba413b1667
230e1f54a683f3bb758cc6b6b455abf4b1b290f7bda31e1076062b78debb2054,Secure Alliance,#7917fa,True,bd219719-7e48-4761-93b7-9770ef4ebe1e
6bf3625da003794f3699d32e21e738a94371e6d7ca0fd1356b7172635a9f260d,Glowy Partnerships,#4e2233,True,5a78d6f9-ded9-4c79-af44-ae318b367ba0
c22b1da3c72f49b0c4d64620a00f4b904ea88497950f30c50b5eeebcd380b8d9,Shiny Opportunities,#d0874b,True,1867ee29-b41d-4f7f-9f33-4ca5150468de
29d04692a66891465104e379d3f5c6d4c6ecfca9fb474e26e42504417b16421e,Secure Finance 614,#f1421b,True,059b365e-834b-485c-bbe4-3de8fc794d93
22a5efd40fa943b0b22a26b3b5366fbcbcb7aa95815345bb50ed0b4426ae97bb,Visionary Securities,#9b3e01,False,5ee2b1b5-eea6-4811-971f-7288a1313836
17e679e45c27ff26d64a34cc2746ecf0de5ac408c3eb663adf0e2057791bdcf7,Shiny Brotherhood,#9bf51d,True,cc9f6ca2-8fff-4d9d-a2f4-186d16d25b96
4940dc55dfce125df7ea370701746e243dac58ea15837da40d7a773e0ac72a78,Elite Equity,#c9f9a5,True,a1581377-3b04-4dd2-bb32-743729fcd448
677ba637143a029a4620ddf14560c763bec436200d22a0284e8068d171b0f940,Shiny Trust,#66f609,False,b1c4d65a-03c3-4a1f-b3ed-223c772829f8
49f8ac973d9a43524db3602a930e77aaade638b23cbcee5376e099d67781d46a,Visionary Guild,#d0ace7,False,358b4ddd-29dd-4f70-9443-03eeaeb1ef71
